"personId","tpp","ftp","fgp","ppg","rpg","apg","bpg","mpg","spg","assists","blocks","steals","turnovers","offReb","defReb","totReb","fgm","fga","tpm","tpa","ftm","fta","pFouls","points","gamesPlayed","gamesStarted","plusMinus","min","dd2","td3"
1627827,33.5,73.4,42.8,7.1,4.4,1.2,0.4,25.2,0.7,355,116,207,232,414,859,1273,751,1753,326,974,229,312,622,2057,289,177,119,7297,9,0
1627832,38.7,85.4,40.7,12.0,2.9,4.4,0.3,25.9,1.2,1209,92,317,377,96,685,781,1119,2749,523,1353,519,608,513,3280,274,125,1039,7085,12,0
1627846,36.0,72.5,43.2,4.7,1.9,0.5,0.3,13.0,0.4,103,51,68,122,48,301,349,321,743,121,336,129,178,225,892,188,8,-319,2437,0,0
1627853,36.7,82.1,42.7,4.9,2.1,2.3,0.0,18.3,0.6,441,7,112,120,51,349,400,327,765,160,436,133,162,320,947,192,36,-364,3523,0,0
1627854,40.8,79.6,43.5,9.0,1.8,1.3,0.0,21.3,0.4,414,6,119,211,52,505,557,1002,2306,528,1293,223,280,446,2755,307,161,-137,6552,1,0
1627863,36.8,77.1,43.3,9.4,3.9,1.3,0.4,26.5,0.7,208,65,114,129,113,489,602,501,1156,267,725,192,249,293,1461,155,87,121,4103,2,0
1627884,29.8,68.3,50.6,7.0,3.6,0.7,0.7,20.7,0.7,158,153,155,120,293,480,773,561,1108,110,369,263,385,446,1495,214,86,-81,4438,0,0
1627936,36.6,72.8,42.0,5.6,2.3,2.2,0.3,18.5,1.0,368,46,161,178,74,297,371,322,766,109,298,171,235,271,924,164,13,404,3033,3,0
1628021,32.3,66.6,49.1,7.3,3.7,1.1,0.4,20.8,0.8,211,86,149,142,195,520,715,518,1055,72,223,281,422,392,1389,191,46,-299,3974,4,0
1628035,31.5,62.4,47.1,4.0,2.6,0.3,0.2,11.7,0.3,48,24,44,61,128,267,395,239,507,67,213,58,93,228,603,152,6,-119,1780,2,0
1628365,26.5,69.5,44.7,10.9,3.3,4.6,0.2,25.6,1.1,524,22,127,207,83,293,376,510,1142,44,166,164,236,234,1228,113,83,-77,2891,6,2
1628366,35.2,53.8,39.7,11.4,5.8,6.4,0.6,32.2,1.5,1280,121,295,508,216,936,1152,861,2168,427,1214,128,238,436,2277,200,187,20,6432,31,6
1628367,29.1,66.9,41.6,12.0,4.3,1.9,0.6,24.3,1.0,424,133,210,438,211,725,936,996,2392,199,683,456,682,588,2647,220,71,-1017,5355,8,0
1628368,32.9,71.5,45.9,17.8,3.4,6.3,0.4,31.1,1.4,1595,113,340,703,137,722,859,1647,3588,273,831,914,1278,652,4481,252,238,-581,7839,38,1
1628369,39.6,83.5,45.5,18.6,6.1,2.5,0.7,32.4,1.2,679,191,317,493,216,1412,1628,1805,3964,526,1329,827,990,555,4963,267,267,1301,8662,28,0
1628370,33.8,84.3,40.7,9.2,2.0,1.7,0.2,17.8,0.4,379,48,97,257,62,380,442,736,1810,317,937,257,305,278,2046,222,1,-400,3953,1,0
1628371,33.0,79.7,43.5,9.3,5.4,1.1,1.5,25.8,1.1,146,206,145,151,173,568,741,473,1088,134,406,189,237,274,1269,136,106,-79,3511,8,0
1628372,31.6,65.1,40.0,11.9,3.1,4.4,0.3,25.4,1.1,774,60,186,429,114,429,543,805,2013,206,652,272,418,376,2088,175,129,-678,4444,9,3
1628373,32.3,76.3,36.6,5.8,2.1,2.9,0.2,20.7,0.8,556,49,163,268,76,332,408,431,1179,144,446,129,169,460,1135,195,55,-421,4045,2,0
1628374,36.0,84.7,43.6,16.3,7.4,1.3,0.6,30.4,0.7,253,107,131,282,234,1212,1446,1127,2583,444,1232,492,581,367,3190,196,194,-751,5966,39,0
1628378,36.4,82.7,43.9,23.2,4.1,4.3,0.3,33.7,1.3,1149,85,339,748,208,906,1114,2245,5116,699,1920,1042,1260,690,6231,269,261,1068,9078,4,0
1628379,41.7,86.1,44.9,9.5,2.8,2.1,0.2,22.6,0.5,428,37,96,201,53,521,574,719,1602,332,796,199,231,309,1969,207,53,184,4670,1,0
1628380,32.4,72.2,44.4,5.7,4.0,0.9,0.7,17.5,0.3,139,102,47,149,179,435,614,336,757,82,253,127,176,343,881,154,12,41,2691,0,0
1628381,37.3,77.4,56.5,16.6,8.6,1.5,1.0,28.7,0.6,344,234,125,357,609,1308,1917,1465,2592,190,510,585,756,704,3705,223,173,-343,6398,79,0
1628382,32.1,79.8,42.9,6.6,2.5,1.1,0.2,19.1,0.4,271,39,89,113,112,510,622,618,1441,223,694,158,198,279,1617,245,61,-311,4679,0,0
1628383,25.0,66.7,40.4,3.9,2.7,0.9,0.6,13.4,0.7,19,14,15,6,17,43,60,36,89,10,40,4,6,44,86,22,6,-97,295,0,0
1628384,37.4,67.7,48.0,8.7,3.9,1.1,0.4,24.6,1.0,266,105,245,233,228,699,927,792,1650,300,803,201,297,522,2085,240,166,572,5906,8,0
1628385,17.6,69.0,51.4,6.2,4.1,1.3,0.4,13.8,0.4,166,50,58,134,136,387,523,341,664,3,17,109,158,314,794,128,17,-312,1760,2,0
1628386,20.5,69.6,61.4,10.6,8.1,1.3,1.4,25.0,0.5,343,374,131,327,685,1482,2167,1080,1760,16,78,634,911,563,2810,266,201,-301,6650,77,0
1628389,16.3,73.8,55.5,11.9,8.0,3.3,0.9,26.9,0.8,877,249,222,505,561,1554,2115,1197,2155,7,43,761,1031,617,3162,265,161,269,7116,81,4
1628391,33.5,58.7,41.4,4.1,3.0,0.7,0.3,12.0,0.2,88,35,26,66,68,306,374,196,474,83,248,44,75,153,519,126,4,-73,1512,2,0
1628392,21.4,65.0,54.6,3.3,2.9,0.7,0.6,9.6,0.3,55,45,27,51,92,144,236,107,196,3,14,52,80,161,269,82,3,95,785,2,0
1628396,60.0,67.2,64.4,4.7,4.4,0.5,0.5,11.4,0.2,44,49,23,44,167,242,409,192,298,3,5,45,67,153,432,92,11,60,1047,4,0
1628398,33.6,72.5,44.7,15.4,5.7,1.9,0.4,29.6,0.6,477,110,140,442,288,1172,1460,1483,3315,466,1388,485,669,538,3917,255,131,55,7537,35,0
1628400,35.4,69.7,39.5,3.5,2.1,0.5,0.0,14.8,0.3,110,13,63,79,112,397,509,283,716,165,466,99,142,258,830,238,18,-110,3520,0,0
1628401,35.6,82.0,45.5,10.2,3.2,3.4,0.8,23.9,0.8,582,130,130,220,79,475,554,622,1368,178,500,341,416,363,1763,173,92,227,4130,0,0
1628402,33.2,75.4,42.1,7.1,1.8,1.0,0.0,16.0,0.3,143,6,47,113,53,194,247,365,868,120,361,126,167,189,976,138,22,-184,2206,0,0
1628404,34.9,72.6,43.3,8.7,5.4,1.6,0.4,25.9,0.9,385,91,212,225,190,1106,1296,737,1704,353,1012,270,372,521,2097,241,64,-187,6233,28,0
1628407,33.9,77.4,40.2,6.6,2.5,1.1,0.1,18.4,0.4,193,12,76,110,41,411,452,458,1138,115,339,171,221,246,1202,182,59,-326,3342,0,0
1628408,35.0,66.2,41.8,6.1,2.8,1.7,0.3,16.1,0.5,120,22,32,54,39,153,192,159,380,49,140,51,77,107,418,69,0,29,1114,1,0
1628410,31.3,67.8,44.0,4.6,1.4,0.9,0.2,12.1,0.5,83,17,43,57,32,87,119,150,341,41,131,61,90,113,402,88,10,-101,1068,0,0
1628411,30.0,79.7,41.1,4.5,2.4,1.0,0.2,17.0,0.5,200,50,95,106,103,394,497,320,778,69,230,208,261,310,917,206,49,-105,3499,0,0
1628415,34.8,79.3,41.5,13.5,3.0,1.9,0.3,28.0,0.9,403,64,201,347,162,491,653,1079,2600,332,953,402,507,707,2892,215,189,-240,6018,0,0
1628418,36.2,74.8,60.0,10.7,6.0,1.4,0.9,20.9,0.4,196,126,55,126,232,631,863,619,1032,80,221,214,286,266,1532,143,99,-292,2986,26,0
1628420,38.7,80.9,47.7,9.8,2.1,3.5,0.2,23.8,0.8,682,31,157,131,66,345,411,754,1580,199,514,190,235,212,1897,194,28,375,4612,1,0
1628422,34.7,71.5,41.5,7.6,2.5,1.5,0.1,19.9,0.5,297,20,107,137,58,449,507,569,1370,239,688,133,186,244,1510,200,48,-583,3971,3,0
1628425,36.5,80.0,42.1,5.8,3.4,1.1,0.2,17.6,0.6,225,40,121,149,123,595,718,450,1068,207,567,104,130,311,1211,209,24,-97,3673,3,0
1628427,25.0,90.0,41.7,1.4,1.0,0.3,0.1,4.9,0.2,11,3,9,12,10,29,39,20,48,6,24,9,10,20,55,39,0,-55,193,0,0
1628436,33.7,75.6,40.1,6.1,2.6,1.0,0.8,15.3,0.4,119,93,46,54,66,243,309,256,638,139,412,68,90,126,719,118,33,-149,1805,2,0
1628449,36.6,77.9,49.8,8.2,4.6,0.5,1.3,15.1,0.4,75,178,51,69,212,424,636,401,805,122,333,219,281,273,1143,139,3,132,2093,14,0
1628464,34.2,73.9,55.4,7.2,4.8,1.3,0.9,18.8,0.5,307,221,114,186,374,778,1152,677,1223,109,319,252,341,659,1715,238,106,381,4478,13,0
1628467,36.9,81.6,46.1,7.2,4.5,1.0,0.9,22.1,0.4,255,235,103,161,304,833,1137,646,1400,299,810,213,261,513,1804,251,102,116,5539,6,0
1628470,32.4,65.3,45.0,5.1,3.3,0.9,0.5,17.9,0.4,168,106,85,97,216,435,651,384,854,136,420,96,147,411,1000,197,69,-242,3519,4,0
1628539,36.6,65.5,40.8,4.9,1.2,0.5,0.2,13.0,0.2,24,9,10,13,4,52,56,75,184,56,153,19,29,47,225,46,5,55,596,0,0
1628778,42.9,69.2,43.2,3.0,1.5,0.6,0.1,9.4,0.3,19,3,9,9,5,47,52,35,81,24,56,9,13,36,103,34,0,19,321,0,0
1628960,38.5,83.3,42.5,7.9,2.0,1.3,0.1,17.7,0.4,144,13,49,96,23,189,212,286,673,154,400,130,156,142,856,108,22,-227,1910,0,0
1628961,0.0,50.0,45.5,1.1,1.0,0.1,0.2,4.2,0.3,2,3,4,8,4,10,14,5,11,0,0,5,10,5,15,14,0,18,59,0,0
1628962,0.0,66.7,57.1,1.0,1.1,0.0,0.3,4.1,0.1,0,4,1,3,4,9,13,4,7,0,0,4,6,8,12,12,0,-62,49,0,0
1628963,31.8,66.4,49.9,14.5,7.5,1.0,0.8,25.5,0.5,107,90,57,165,282,561,843,643,1289,68,214,267,402,253,1621,112,47,-308,2852,32,0
1628964,32.3,62.0,46.9,5.7,4.8,0.7,1.3,14.4,0.3,91,174,39,95,194,446,640,304,648,71,220,80,129,255,759,134,1,-252,1926,3,0
1628966,30.6,69.9,41.9,5.3,2.6,0.6,0.4,15.2,0.5,54,39,43,32,46,184,230,171,408,52,170,79,113,77,473,90,3,-263,1365,0,0
1628968,0.0,100.0,33.3,1.0,0.9,0.0,0.1,4.3,0.0,0,1,0,1,1,7,8,4,12,0,2,1,1,4,9,9,1,4,39,0,0
1628969,36.2,82.5,48.4,9.8,3.9,2.0,0.6,29.6,1.4,412,124,274,183,180,604,784,720,1487,256,707,274,332,435,1970,202,135,-66,5989,2,0
1628970,33.7,81.1,45.2,9.9,5.0,1.6,0.7,25.7,0.6,300,129,123,216,214,733,947,725,1604,220,652,215,265,346,1885,191,91,-503,4911,12,0
1628971,29.3,74.7,45.6,6.8,3.7,2.2,0.4,22.9,0.8,388,77,135,182,177,481,658,472,1036,67,229,192,257,435,1203,176,127,-153,4025,5,0
1628972,33.2,75.0,42.8,7.4,4.1,1.9,0.1,19.6,0.8,280,16,112,126,123,469,592,410,958,99,298,153,204,222,1072,145,32,-256,2845,6,0
1628973,36.5,77.4,48.6,9.8,2.6,3.2,0.0,21.3,0.5,558,8,82,211,60,391,451,644,1324,156,427,233,301,269,1677,172,64,143,3670,6,0
1628975,37.5,83.6,36.8,4.2,1.7,1.5,0.3,14.1,0.6,192,35,86,71,48,177,225,193,524,117,312,51,61,176,554,132,5,-110,1856,0,0
1628976,24.7,75.3,51.2,10.8,8.1,1.7,1.0,26.4,0.6,201,121,78,189,300,676,976,498,973,21,85,289,384,413,1306,121,112,-413,3195,31,0
1628977,27.6,63.2,46.8,7.1,3.4,1.0,0.3,17.1,0.7,136,34,91,127,121,327,448,365,780,35,127,168,266,267,933,132,11,-143,2254,8,0
1628978,34.6,71.9,43.6,8.9,4.5,2.3,0.2,22.9,1.1,323,35,152,172,140,492,632,465,1067,196,566,105,146,223,1231,139,70,810,3190,4,0
1628981,12.8,58.2,50.7,3.5,3.3,0.7,0.2,11.2,0.2,58,20,20,57,80,182,262,115,227,5,39,39,67,125,274,79,13,-120,881,1,0
1628983,37.3,80.5,48.2,16.3,4.3,3.8,0.6,30.9,1.1,709,115,202,381,123,687,810,1106,2296,209,560,629,781,362,3050,187,178,-153,5781,13,1
1628984,36.3,81.2,37.5,12.9,2.6,5.4,0.1,27.4,0.8,778,19,118,265,67,303,370,600,1598,362,996,303,373,214,1865,145,86,-185,3975,20,0
1628988,36.1,81.9,40.0,7.6,1.7,2.4,0.2,18.9,0.6,385,34,103,161,35,242,277,446,1116,170,471,149,182,260,1211,160,39,182,3024,4,0
1628989,37.8,79.5,41.6,11.0,3.6,3.3,0.4,29.6,1.0,592,63,173,255,126,510,636,731,1759,362,957,132,166,405,1956,178,140,-394,5270,6,0
1628990,29.9,61.2,45.3,6.0,4.0,0.8,0.2,18.9,0.6,66,13,51,62,52,271,323,190,419,29,97,74,121,119,483,81,24,-241,1530,1,0
1628991,38.4,75.7,48.5,15.5,4.6,1.2,1.5,27.3,0.8,142,174,92,197,128,406,534,651,1342,196,510,290,383,452,1788,115,113,-207,3136,5,0
1628993,36.4,63.2,45.0,2.2,2.6,0.3,0.2,6.7,0.2,11,5,6,8,25,57,82,27,60,4,11,12,19,20,70,32,1,22,215,2,0
1628995,34.4,70.3,36.9,8.9,3.3,0.9,0.3,21.8,0.4,160,58,75,175,98,474,572,533,1445,221,643,241,343,316,1528,172,61,-871,3752,3,0
1628997,39.4,67.2,41.7,5.5,2.3,1.1,0.3,15.2,0.8,56,14,38,36,30,83,113,98,235,41,104,39,58,64,276,50,2,-73,762,0,0
1628998,24.3,65.2,45.0,4.5,3.0,1.7,0.2,16.8,0.7,143,15,58,66,68,179,247,143,318,27,111,58,89,109,371,82,5,-54,1376,0,0
1629001,34.3,76.6,41.9,7.2,3.2,2.9,0.4,19.6,1.3,421,59,185,201,89,370,459,382,912,124,362,141,184,277,1029,143,40,61,2808,1,0
1629002,27.3,75.0,47.7,2.8,1.7,0.5,0.3,6.2,0.2,34,17,12,35,33,73,106,71,149,3,11,30,40,43,175,63,0,-9,388,0,0
1629003,36.3,82.8,45.4,10.1,2.1,2.4,0.3,20.5,0.5,241,26,53,122,46,166,212,363,799,110,303,164,198,209,1000,99,26,107,2030,0,0
1629004,36.9,76.9,39.3,6.8,1.7,1.5,0.1,17.7,0.6,211,13,88,133,40,197,237,327,833,215,582,93,121,147,962,141,34,-52,2496,0,0
1629006,26.7,77.2,39.6,7.4,3.4,1.4,0.4,23.4,1.1,233,74,189,176,161,417,578,421,1063,116,435,318,412,380,1276,172,101,-345,4017,1,0
1629007,50.0,0.0,50.0,2.5,3.5,0.5,0.0,4.5,1.0,1,0,2,2,2,5,7,2,4,1,2,0,0,1,5,2,0,9,9,0,0
1629008,43.8,77.9,52.2,12.2,5.8,0.9,0.6,21.8,0.6,84,59,52,89,127,410,537,428,820,155,354,113,145,177,1124,92,38,217,2006,19,0
1629010,31.1,72.1,36.5,4.6,1.8,1.2,0.2,14.2,0.5,130,25,51,80,20,187,207,187,512,78,251,62,86,188,514,112,11,-149,1595,0,0
1629011,0.0,56.8,70.5,8.4,7.0,0.6,2.1,22.9,0.9,90,325,139,98,476,627,1103,570,808,0,0,191,336,497,1331,158,55,-327,3624,24,0
1629012,38.8,83.1,45.7,19.7,3.0,3.2,0.1,33.1,0.8,603,17,155,452,149,405,554,1385,3033,283,730,624,751,437,3677,187,177,-1280,6186,3,0
1629013,39.6,83.0,41.4,8.9,1.8,1.5,0.2,23.6,0.4,259,25,76,114,35,269,304,497,1201,349,882,176,212,347,1519,171,58,170,4038,0,0
1629014,37.0,78.4,40.5,7.5,2.0,1.3,0.1,17.4,0.3,170,15,35,103,36,225,261,350,865,164,443,109,139,213,973,130,5,-410,2258,1,0
1629018,39.9,76.3,42.2,10.4,1.8,1.1,0.2,23.5,0.8,129,24,91,57,48,167,215,453,1073,248,622,100,131,166,1254,121,36,-87,2838,0,0
1629020,16.7,59.3,58.9,3.8,3.8,0.9,0.4,12.5,0.7,63,32,52,59,80,190,270,112,190,1,6,51,86,102,276,72,25,-141,900,3,0
1629021,30.0,80.7,49.3,6.7,3.3,1.0,0.3,14.5,0.5,116,40,61,131,89,300,389,281,570,61,203,163,202,277,786,117,24,-186,1693,2,0
1629022,37.5,75.2,42.1,7.5,2.3,1.2,0.3,18.0,0.5,138,30,58,86,32,227,259,332,789,109,291,88,117,158,861,115,42,-215,2073,0,0
1629023,37.7,70.4,44.9,12.0,5.9,2.4,1.0,30.1,0.9,239,97,92,187,121,473,594,445,991,143,379,171,243,275,1204,100,99,-164,3008,11,0
1629026,33.6,51.2,44.7,5.7,4.5,1.7,0.4,21.6,0.8,229,50,104,105,164,433,597,302,675,109,324,42,82,270,755,132,54,-106,2851,1,0
1629027,34.7,85.5,42.9,24.0,4.0,8.8,0.2,33.2,1.0,1641,34,176,788,128,608,736,1414,3299,469,1351,1174,1373,331,4471,186,186,-416,6171,78,3
1629028,20.6,75.3,57.9,16.3,10.7,1.7,1.1,31.1,0.7,266,177,105,285,526,1150,1676,1114,1923,7,34,302,401,468,2537,156,149,-107,4855,86,0
1629029,33.5,73.9,45.6,25.6,8.4,7.7,0.4,33.3,1.0,1332,64,180,684,195,1274,1469,1501,3290,464,1387,996,1348,378,4462,174,174,249,5800,82,34
1629033,20.3,89.5,30.1,3.2,1.4,1.2,0.1,9.4,0.4,78,4,23,52,14,78,92,71,236,27,133,34,38,53,203,64,0,-64,604,0,0
1629035,32.2,71.4,38.5,3.9,1.2,0.6,0.1,9.7,0.3,33,5,17,18,8,58,66,79,205,37,115,20,28,54,215,55,1,-71,531,0,0
1629048,20.8,71.2,47.7,3.6,2.1,0.4,0.8,9.0,0.2,32,65,15,38,53,119,172,116,243,15,72,42,59,111,289,81,2,-26,729,1,0
1629056,37.6,86.6,44.2,7.4,2.8,1.4,0.2,16.1,0.6,157,21,60,108,59,251,310,295,667,142,378,71,82,177,803,109,8,205,1759,1,0
1629057,0.0,63.9,71.6,5.3,4.7,1.0,1.5,13.8,0.6,96,149,66,71,167,311,478,235,328,0,1,69,108,165,539,101,6,-56,1392,4,0
1629060,31.4,80.5,47.3,13.9,6.0,1.7,0.1,30.8,0.8,149,11,66,101,111,414,525,467,988,60,191,214,266,188,1208,87,87,-373,2683,6,0
1629066,32.3,73.5,44.2,6.1,3.2,0.9,0.3,16.4,0.6,109,34,72,132,83,314,397,287,650,94,291,97,132,244,765,126,55,-40,2068,2,0
1629067,31.6,76.4,44.8,3.5,2.6,0.9,0.3,14.7,0.5,108,33,61,79,97,207,304,146,326,36,114,81,106,215,409,117,56,-55,1715,0,0
1629076,0.0,66.7,61.3,2.0,1.6,0.3,0.0,6.4,0.2,6,0,5,8,14,25,39,19,31,0,0,10,15,17,48,24,0,-27,153,0,0
1629103,25.7,97.0,38.6,4.8,2.4,0.5,0.2,12.2,0.2,24,10,10,24,13,95,108,78,202,27,105,32,33,56,215,45,4,-18,549,0,0
1629109,31.1,88.9,34.7,3.3,2.6,0.5,0.4,14.4,0.3,65,55,38,34,94,244,338,144,415,111,357,24,27,127,423,128,18,-128,1843,0,0
1629117,28.6,66.7,40.4,1.8,1.6,0.3,0.2,7.1,0.3,10,7,11,19,23,36,59,21,52,6,21,16,24,40,64,36,1,-47,254,0,0
1629130,42.2,88.0,45.1,12.1,3.2,1.4,0.2,28.7,0.5,191,29,66,132,16,419,435,545,1209,443,1050,117,133,325,1650,136,117,335,3897,2,0
1629134,35.8,86.7,44.5,14.6,2.8,3.0,0.2,29.0,0.9,320,24,95,172,37,262,299,599,1347,214,598,124,143,221,1536,105,93,27,3049,0,0
1629139,30.0,67.9,34.2,2.3,2.2,0.4,0.3,9.7,0.3,26,16,20,16,34,103,137,53,155,18,60,19,28,47,143,62,1,26,602,0,0
1629162,36.2,68.6,42.9,6.3,1.9,4.3,0.2,19.6,1.1,252,9,64,62,21,91,112,143,333,46,127,35,51,60,367,58,2,-180,1136,2,0
1629164,29.3,83.1,37.2,4.3,1.3,1.4,0.0,10.1,0.3,110,4,23,48,17,87,104,123,331,44,150,54,65,73,344,80,1,-150,805,0,0
1629185,36.7,83.3,37.0,4.1,1.4,2.6,0.2,11.7,0.6,134,9,28,44,13,60,73,78,211,40,109,15,18,50,211,51,2,72,598,2,0
1629216,27.3,87.0,34.5,5.0,1.0,1.3,0.0,13.7,0.5,55,2,21,28,7,37,44,76,220,39,143,20,23,62,211,42,6,-69,576,0,0
1629234,100.0,75.0,56.5,3.8,2.9,0.6,0.7,10.3,0.2,46,50,13,52,54,161,215,108,191,2,2,63,84,87,281,73,3,-158,749,0,0
