"personId","tpp","ftp","fgp","ppg","rpg","apg","bpg","mpg","spg","assists","blocks","steals","turnovers","offReb","defReb","totReb","fgm","fga","tpm","tpa","ftm","fta","pFouls","points","gamesPlayed","gamesStarted","plusMinus","min","dd2","td3"
1629244,41.2,88.9,42.5,4.4,1.4,0.6,0.1,12.0,0.3,13,2,6,5,4,27,31,34,80,21,51,8,9,26,97,22,0,-30,265,0,0
1629308,40.8,69.6,52.2,5.1,4.0,2.2,0.4,19.2,0.8,97,20,34,48,27,152,179,93,178,29,71,16,23,93,231,45,20,-74,864,0,0
1629346,23.5,76.2,46.8,3.6,1.5,0.7,0.2,8.6,0.2,13,4,3,11,10,17,27,22,47,4,17,16,21,19,64,18,1,-22,154,0,0
1629599,40.3,53.6,46.0,3.1,0.9,0.6,0.0,8.6,0.2,29,2,12,19,10,33,43,57,124,25,62,15,28,33,154,49,1,-31,419,0,0
1629603,25.0,0.0,44.4,2.8,2.5,0.7,0.7,9.2,0.0,4,4,0,1,5,10,15,8,18,1,4,0,0,7,17,6,0,17,55,0,0
1629604,23.8,66.7,41.2,2.6,1.1,0.2,0.2,7.8,0.3,3,3,4,3,5,11,16,14,34,5,21,6,9,18,39,15,0,-18,117,0,0
1629605,0.0,28.6,75.0,3.1,2.4,0.2,0.7,6.0,0.0,3,14,1,5,10,35,45,27,36,0,0,4,14,20,58,19,0,44,114,0,0
1629607,0.0,100.0,20.0,0.7,0.0,0.0,0.0,2.5,0.0,0,0,0,2,0,0,0,1,5,0,2,2,2,0,4,6,0,-14,15,0,0
1629610,30.4,84.6,45.4,3.8,1.5,0.4,0.2,12.3,0.4,12,5,11,9,11,34,45,44,97,14,46,11,13,42,113,30,2,24,369,0,0
1629611,37.5,74.7,48.1,4.4,2.7,1.4,0.2,13.6,0.3,120,15,30,46,50,181,231,143,297,27,72,68,91,130,381,87,10,9,1182,3,0
1629617,25.0,72.7,41.7,4.1,3.9,0.9,0.3,11.7,0.3,13,5,4,12,19,40,59,25,60,4,16,8,11,29,62,15,0,-22,175,1,0
1629622,35.4,70.6,47.2,6.3,1.0,0.5,0.0,13.0,0.2,12,0,5,4,4,22,26,59,125,35,99,12,17,29,165,26,0,-25,337,0,0
1629626,48.1,70.6,51.6,3.4,1.3,0.4,0.4,7.1,0.2,12,12,4,19,5,30,35,33,64,13,27,12,17,22,91,27,2,-60,193,0,0
1629627,37.8,68.6,61.0,25.0,6.8,3.0,0.6,31.0,0.8,205,39,57,172,179,282,461,654,1072,14,37,378,551,143,1700,68,68,114,2111,13,0
1629628,33.1,66.4,42.3,15.8,5.5,2.8,0.3,32.2,0.9,293,29,90,222,104,466,570,610,1443,121,366,301,453,247,1642,104,103,-289,3345,6,0
1629629,30.9,80.8,37.8,10.7,3.8,1.5,0.4,27.4,1.1,122,37,95,130,57,263,320,309,817,116,376,168,208,200,902,84,55,-283,2301,0,0
1629630,29.6,77.1,46.4,18.4,3.7,7.3,0.2,31.2,0.9,764,25,92,328,85,298,383,706,1521,92,311,411,533,167,1915,104,104,-12,3246,24,3
1629631,35.5,79.9,43.3,13.2,4.7,1.9,0.3,31.8,0.8,154,28,62,130,60,328,388,392,906,139,391,175,219,235,1098,83,80,-194,2642,4,0
1629632,35.3,83.3,40.0,14.0,4.0,3.5,0.1,28.1,0.7,379,13,72,208,49,382,431,555,1386,232,658,179,215,226,1521,109,37,-246,3061,4,0
1629633,28.4,49.7,40.4,8.3,3.5,1.4,0.5,22.0,0.8,127,46,71,105,102,206,308,290,718,75,264,79,159,173,734,88,42,-213,1932,1,0
1629634,34.4,72.4,57.8,11.9,5.8,1.5,0.8,23.8,0.8,147,81,75,77,151,413,564,486,841,42,122,139,192,159,1153,97,20,-42,2310,5,0
1629635,26.8,69.7,37.0,5.0,2.6,0.5,0.1,16.1,0.4,42,10,35,61,38,163,201,145,392,45,168,53,76,135,388,78,21,-293,1257,2,0
1629636,37.1,85.3,41.8,14.0,2.1,4.6,0.1,31.8,0.9,446,7,85,265,45,154,199,524,1254,172,464,139,163,178,1359,97,94,-540,3086,4,0
1629637,25.0,67.2,68.7,6.7,3.8,0.8,0.7,15.7,0.4,74,71,37,75,134,242,376,246,358,1,4,162,241,222,655,98,15,-27,1534,3,0
1629638,34.5,72.5,39.7,7.5,2.3,1.9,0.3,15.9,0.6,164,25,53,103,19,179,198,238,600,105,304,58,80,128,639,85,9,-81,1352,0,0
1629639,36.3,84.7,42.2,14.3,4.5,2.7,0.2,29.2,0.6,251,23,58,166,35,382,417,483,1144,186,513,166,196,125,1318,92,22,-91,2690,4,0
1629640,37.3,77.6,49.3,12.0,5.5,1.6,0.4,25.6,0.6,94,24,38,61,75,248,323,264,536,50,134,132,170,120,710,59,41,-76,1512,7,0
1629641,18.5,72.0,35.0,2.5,1.3,0.4,0.2,11.5,0.2,13,8,8,11,15,26,41,28,80,5,27,18,25,33,79,32,2,67,369,0,0
1629642,30.8,73.4,43.8,4.2,2.4,0.5,0.3,12.7,0.2,35,25,17,27,52,130,182,113,258,36,117,58,79,104,320,77,7,-96,976,1,0
1629643,41.0,70.0,43.3,6.1,3.7,1.9,0.4,22.6,0.8,60,11,26,24,27,87,114,71,164,34,83,14,20,32,190,31,5,-33,702,0,0
1629644,28.9,37.5,42.3,2.5,1.8,0.4,0.3,11.6,0.3,12,9,8,13,16,39,55,30,71,11,38,3,8,46,74,30,9,-88,348,0,0
1629645,30.6,69.3,44.3,11.0,3.2,2.8,0.3,24.4,0.9,167,19,55,121,24,166,190,251,567,67,219,88,127,154,657,60,10,-375,1463,1,0
1629647,31.5,69.9,39.3,7.9,5.3,1.0,0.7,23.0,0.4,95,64,41,108,52,464,516,283,720,103,327,100,143,86,769,97,45,-284,2233,10,0
1629649,11.1,85.7,26.1,1.5,0.5,0.4,0.1,4.6,0.0,5,1,0,3,3,4,7,6,23,1,9,6,7,3,19,13,0,-17,60,0,0
1629650,0.0,57.9,57.8,6.3,6.0,0.2,0.8,13.8,0.4,5,22,11,16,57,104,161,63,109,0,0,44,76,38,170,27,7,-91,372,5,0
1629651,18.2,53.7,59.6,6.6,3.8,0.9,1.0,15.8,0.4,29,32,12,17,42,77,119,87,146,2,11,29,54,42,205,31,0,39,491,0,0
1629652,31.8,77.4,38.8,9.9,2.9,1.2,0.2,26.3,0.9,91,19,66,80,51,171,222,263,677,110,346,123,159,196,759,77,69,-85,2023,0,0
1629653,0.0,0.0,50.0,1.3,0.7,0.0,0.0,4.7,0.3,0,0,1,0,1,1,2,2,4,0,0,0,0,1,4,3,0,-2,14,0,0
1629655,0.0,59.4,70.1,5.1,2.9,0.5,1.2,13.4,0.3,38,95,25,54,101,119,220,164,234,0,0,63,106,154,391,76,18,-45,1020,0,0
1629657,29.4,83.3,38.3,2.9,1.0,0.9,0.0,6.8,0.2,20,0,4,4,3,19,22,23,60,10,34,10,12,15,66,23,0,31,156,0,0
1629659,25.0,80.6,44.5,7.6,2.4,2.1,0.4,18.0,0.8,106,21,42,70,19,103,122,149,335,24,96,58,72,101,380,50,2,-11,901,1,0
1629660,37.8,68.0,39.7,5.3,2.0,2.1,0.1,15.4,0.6,93,5,27,32,14,76,90,89,224,45,119,17,25,58,240,45,1,-126,692,0,0
1629661,38.3,83.0,43.4,9.2,3.2,1.3,0.3,22.5,0.6,125,33,59,61,70,248,318,315,725,189,493,78,94,143,897,98,18,192,2208,2,0
1629667,32.7,76.3,45.5,4.8,3.0,0.6,0.2,14.2,0.3,23,8,10,28,23,89,112,66,145,17,52,29,38,68,178,37,1,-79,527,0,0
1629669,32.0,85.9,43.2,8.2,1.9,1.5,0.2,16.6,0.5,74,11,24,26,21,74,95,149,345,49,153,55,64,77,402,49,0,-73,813,0,0
1629670,48.0,76.5,40.3,4.7,1.8,0.3,0.2,8.4,0.4,4,3,7,14,3,25,28,25,62,12,25,13,17,11,75,16,1,-18,135,1,0
1629671,38.0,81.8,37.4,2.4,1.7,0.3,0.2,8.9,0.2,14,9,9,12,20,52,72,34,91,27,71,9,11,48,104,43,1,12,384,0,0
1629672,29.6,75.6,49.7,12.2,4.0,1.8,0.2,23.5,0.4,176,19,43,133,109,284,393,459,924,53,179,226,299,189,1197,98,28,-469,2307,4,0
1629673,30.8,83.5,37.3,9.5,1.9,2.1,0.2,20.7,0.5,177,13,44,94,13,146,159,265,710,118,383,142,170,128,790,83,19,-230,1720,0,0
1629675,33.3,70.2,47.6,10.1,4.3,1.2,1.0,18.1,0.6,88,72,46,72,87,242,329,295,620,68,204,113,161,202,771,76,24,-215,1373,3,0
1629676,32.4,73.0,50.7,8.5,5.4,1.7,0.6,22.1,0.8,73,28,36,69,67,170,237,144,284,22,68,65,89,111,375,44,21,-177,973,3,0
1629677,33.3,57.1,44.6,3.9,2.3,0.5,0.2,9.9,0.2,11,5,4,12,10,38,48,29,65,11,33,12,21,23,81,21,2,1,208,0,0
1629680,34.0,60.0,41.8,4.3,1.7,1.1,0.8,19.6,1.5,123,89,160,68,67,122,189,176,421,86,253,33,55,232,471,109,19,105,2132,0,0
1629681,20.0,66.7,26.3,2.3,1.0,0.2,0.7,8.8,0.3,1,4,2,1,3,3,6,5,19,2,10,2,3,5,14,6,0,10,53,0,0
1629682,25.6,93.8,30.0,3.2,0.9,2.0,0.1,9.5,0.7,47,2,16,28,2,18,20,24,80,10,39,15,16,19,73,23,2,8,218,0,0
1629683,14.3,75.0,25.9,0.8,0.4,0.7,0.1,5.5,0.3,15,2,7,13,1,9,10,7,27,1,7,3,4,17,18,23,0,-80,127,0,0
1629684,31.8,64.4,42.8,3.9,2.8,1.0,0.5,16.4,0.5,108,52,52,84,97,206,303,157,367,57,179,58,90,269,429,109,13,56,1789,0,0
1629685,33.8,77.8,43.8,5.2,3.5,1.1,0.4,16.5,0.6,33,12,19,32,20,87,107,57,130,26,77,21,27,37,161,31,0,-59,512,1,0
1629686,20.0,50.0,16.7,0.4,0.2,0.1,0.0,1.6,0.1,1,0,1,1,0,2,2,1,6,1,5,1,2,1,4,9,0,15,14,0,0
1629690,30.4,50.0,41.9,2.3,0.7,0.4,0.0,7.9,0.3,8,1,6,4,8,6,14,18,43,7,23,2,4,22,45,20,0,34,158,0,0
1629713,31.1,45.5,42.4,2.3,0.7,0.5,0.2,6.3,0.2,31,10,9,13,9,34,43,53,125,14,45,15,33,26,135,60,0,-47,379,0,0
1629714,30.4,75.0,39.1,1.9,1.2,0.6,0.2,5.8,0.2,14,6,6,8,5,24,29,18,46,7,23,3,4,14,46,24,0,-39,139,0,0
1629719,0.0,0.0,60.0,2.2,1.8,0.2,0.1,5.1,0.4,2,1,4,3,7,13,20,12,20,0,0,0,2,4,24,11,1,12,56,0,0
1629723,40.0,81.8,50.9,3.5,2.9,1.1,0.2,12.4,0.6,46,8,26,15,39,80,119,55,108,14,35,18,22,33,142,41,0,44,507,0,0
1629726,41.4,89.2,43.0,6.3,1.5,0.5,0.1,16.5,0.6,30,7,32,14,20,69,89,99,230,77,186,91,102,107,366,58,21,-75,958,0,0
1629730,22.2,86.2,47.7,3.1,1.0,0.3,0.0,7.4,0.0,6,1,1,8,3,19,22,21,44,4,18,25,29,12,71,23,0,-11,170,0,0
1629731,38.4,71.4,45.6,3.9,2.3,0.8,0.3,12.3,0.3,39,17,14,17,23,96,119,72,158,38,99,15,21,48,197,51,6,-60,629,0,0
1629735,25.0,68.6,62.4,2.9,2.7,0.5,0.5,7.6,0.2,29,26,10,42,67,85,152,58,93,1,4,48,70,106,165,57,0,-51,433,0,0
1629740,31.4,75.0,39.8,5.3,2.9,1.3,0.3,15.5,0.5,108,24,44,53,52,189,241,155,389,77,245,60,80,153,447,84,8,-53,1300,0,0
1629744,44.8,78.9,45.2,4.0,1.3,0.5,0.0,9.4,0.2,33,1,13,25,13,74,87,99,219,65,145,15,19,49,278,69,1,30,648,0,0
1629750,28.6,66.7,51.0,3.6,2.0,0.5,0.2,11.1,0.6,38,12,44,39,46,105,151,103,202,16,56,48,72,78,270,75,4,-76,836,0,0
1629752,31.6,44.4,51.2,1.4,1.1,0.3,0.0,5.5,0.1,10,2,5,8,16,29,45,22,43,6,19,4,9,33,54,40,0,-17,218,0,0
1629833,0.0,0.0,18.2,0.4,0.2,0.4,0.0,5.1,0.2,4,0,2,3,0,2,2,2,11,0,4,0,0,4,4,9,0,-9,46,0,0
1630162,30.8,77.3,39.0,17.3,4.4,2.5,0.4,30.6,1.0,120,20,50,96,39,171,210,307,788,101,328,116,150,84,831,48,31,-241,1471,2,0
1630163,37.5,78.9,45.1,15.9,5.9,6.1,0.3,28.6,1.6,251,14,65,115,54,186,240,237,526,81,216,97,123,116,652,41,21,-42,1174,7,1
1630164,33.3,63.0,52.2,11.8,5.9,0.6,1.0,21.6,0.3,20,34,10,51,46,149,195,164,314,11,33,51,81,109,390,33,21,-145,713,2,0
1630165,25.0,50.0,27.7,4.6,1.1,3.6,0.0,21.0,0.3,25,0,2,17,1,7,8,13,47,5,20,1,2,15,32,7,7,-38,147,0,0
1630166,32.6,65.4,42.5,6.1,4.6,1.2,0.2,22.3,0.6,49,10,24,29,16,179,195,99,233,42,129,17,26,114,257,42,20,-50,936,0,0
1630167,28.8,70.6,47.4,4.0,2.2,0.5,0.3,11.7,0.3,20,11,10,19,16,67,83,63,133,15,52,12,17,38,153,38,0,-54,444,0,0
1630168,0.0,58.8,59.6,2.6,2.2,0.2,0.5,8.8,0.3,5,13,8,9,17,39,56,28,47,0,1,10,17,36,66,25,1,-37,220,0,0
1630169,42.3,87.2,48.6,13.3,3.3,5.0,0.6,30.1,1.3,208,23,54,64,34,104,138,215,442,94,222,34,39,59,558,42,11,-97,1266,2,0
1630170,40.7,86.7,41.3,5.2,3.0,1.0,0.3,17.1,0.9,37,11,34,16,17,98,115,69,167,35,86,26,30,53,199,38,1,37,648,0,0
1630171,28.3,69.4,40.5,7.8,2.7,1.8,0.4,32.0,1.0,75,19,44,62,37,78,115,121,299,34,120,50,72,118,326,42,42,-298,1344,0,0
1630172,38.0,76.6,47.4,9.8,4.9,1.3,0.7,28.4,0.7,58,33,32,65,41,178,219,172,363,38,100,59,77,97,441,45,45,-170,1276,3,0
1630173,0.0,50.0,56.0,5.3,3.6,0.5,0.5,12.7,0.3,24,23,15,37,58,109,167,98,175,0,0,47,94,72,243,46,2,-121,584,2,0
1630174,33.3,71.4,37.2,3.7,2.3,0.4,0.2,14.5,0.3,10,6,7,15,13,46,59,32,86,21,63,10,14,42,95,26,0,24,378,0,0
1630175,32.5,83.6,37.5,11.0,4.4,3.8,0.4,26.7,0.7,94,11,17,51,20,91,111,101,269,27,83,46,55,51,275,25,17,-101,667,0,0
1630176,0.0,50.0,50.0,0.7,1.3,0.1,0.1,3.4,0.0,1,1,0,1,2,7,9,2,4,0,1,1,2,0,5,7,0,-11,24,0,0
1630177,36.6,76.0,37.4,8.7,3.4,3.4,0.1,27.1,1.0,140,4,39,81,16,123,139,126,337,68,186,38,50,91,358,41,25,-258,1111,1,0
1630178,30.2,84.8,45.9,7.4,1.7,1.5,0.2,14.7,0.4,63,6,15,25,9,59,68,128,279,19,63,28,33,47,303,41,6,-127,603,0,0
1630179,0.0,33.3,31.3,1.0,0.5,0.5,0.0,5.1,0.4,6,0,5,2,0,6,6,5,16,0,7,1,3,2,11,11,0,0,56,0,0
1630180,38.5,87.3,40.2,10.6,4.1,1.3,0.1,24.9,0.6,60,5,28,35,24,162,186,154,383,102,265,69,79,78,479,45,28,-125,1122,3,0
1630181,28.6,73.3,42.5,2.9,2.1,0.6,0.1,9.8,0.2,16,2,6,13,13,43,56,31,73,6,21,11,15,23,79,27,0,-83,264,0,0
1630182,13.3,53.8,45.3,2.4,1.8,0.5,0.1,10.6,0.2,13,2,5,14,14,29,43,24,53,2,15,7,13,17,57,24,5,-10,255,0,0
1630183,37.7,50.0,44.2,6.4,3.5,1.1,1.0,21.6,0.5,44,43,19,27,31,111,142,102,231,46,122,14,28,96,264,41,7,-19,885,0,0
1630184,35.9,74.1,41.8,6.2,1.1,2.2,0.1,14.8,0.7,69,4,21,13,4,29,33,74,177,23,64,20,27,41,191,31,0,54,460,0,0
1630185,40.0,80.0,34.1,5.3,1.8,2.8,0.0,14.3,0.7,47,0,12,18,2,28,30,28,82,18,45,16,20,23,90,17,1,-37,243,0,0
1630186,33.3,0.0,60.0,1.4,0.8,0.2,0.2,3.2,0.0,1,1,0,1,0,4,4,3,5,1,3,0,0,0,7,5,0,9,16,0,0
1630187,0.0,50.0,52.2,1.6,1.3,0.4,0.2,4.6,0.1,6,3,1,5,8,12,20,12,23,0,1,2,4,11,26,16,0,21,73,0,0
1630188,22.2,33.3,38.1,1.3,1.0,0.1,0.1,4.4,0.0,2,2,0,3,5,10,15,8,21,2,9,1,3,7,19,15,0,-25,66,0,0
1630189,0.0,50.0,27.3,0.9,1.3,0.1,0.1,3.4,0.0,1,1,0,0,5,7,12,3,11,0,1,2,4,4,8,9,0,-16,31,0,0
1630190,38.5,75.0,38.9,2.2,0.6,0.4,0.1,3.8,0.1,4,1,1,5,0,6,6,7,18,5,13,3,4,0,22,10,0,-15,38,0,0
1630191,43.5,67.4,57.1,6.4,5.7,0.8,1.0,19.0,0.5,35,45,24,40,98,159,257,124,217,10,23,31,46,111,289,45,2,2,857,3,0
1630192,41.3,80.0,52.4,3.8,1.7,0.2,0.1,10.5,0.1,5,3,4,7,13,39,52,43,82,19,46,12,15,23,117,31,1,-48,324,0,0
1630193,37.2,88.8,38.7,12.5,2.3,2.3,0.2,19.9,0.5,99,10,23,42,19,80,99,168,434,83,223,119,134,86,538,43,3,33,854,0,0
1630194,0.0,0.0,43.8,2.8,1.9,0.3,0.5,8.3,0.4,3,5,4,6,10,9,19,14,32,0,5,0,1,12,28,10,0,26,83,0,0
1630197,23.4,89.5,30.7,6.3,4.7,1.8,1.0,22.6,0.4,49,27,12,44,19,109,128,63,205,26,111,17,19,29,169,27,10,-158,610,1,0
1630198,35.8,100.0,35.6,3.8,1.1,0.6,0.2,10.8,0.3,15,4,7,5,6,20,26,31,87,24,67,5,5,23,91,24,1,-9,258,0,0
1630199,20.0,80.0,26.7,1.1,0.7,0.0,0.2,2.8,0.0,0,2,0,1,4,4,8,4,15,1,5,4,5,8,13,12,0,-12,33,0,0
1630200,100.0,100.0,48.5,1.7,0.4,0.5,0.0,4.2,0.1,10,0,2,7,5,4,9,16,33,1,1,5,5,5,38,22,0,-42,93,0,0
1630201,17.5,62.5,27.4,2.3,0.9,1.3,0.0,10.3,0.3,30,0,7,8,1,20,21,20,73,7,40,5,8,18,52,23,0,-90,237,0,0
1630202,42.0,87.5,46.0,7.3,2.2,2.0,0.2,19.6,0.6,82,7,23,38,23,71,94,114,248,58,138,21,24,78,307,42,1,-9,824,0,0
1630203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1630205,17.4,70.5,44.4,4.5,2.7,0.8,0.4,13.6,0.5,24,12,16,18,20,66,86,55,124,4,23,31,44,44,145,32,0,-96,435,1,0
1630206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1630207,16.7,66.7,36.8,1.9,0.3,0.4,0.1,3.9,0.4,4,1,4,4,0,3,3,7,19,1,6,4,6,2,19,10,0,-20,39,0,0
1630208,0.0,63.6,50.0,1.2,0.7,0.0,0.0,3.4,0.0,0,0,0,1,2,6,8,3,6,0,0,7,11,5,13,11,0,-2,37,0,0
1630210,17.2,50.0,22.0,1.1,0.3,0.4,0.0,3.4,0.1,8,0,2,6,0,7,7,9,41,5,29,1,2,11,24,22,0,-37,75,0,0
1630211,50.0,100.0,16.7,1.0,1.6,0.4,0.2,9.3,0.0,4,2,0,3,1,13,14,2,12,1,2,4,4,9,9,9,0,-26,84,0,0
1630214,26.3,73.3,51.7,6.2,4.1,1.4,0.5,18.5,0.8,49,18,28,27,43,102,145,92,178,10,38,22,30,75,216,35,7,40,647,0,0
1630216,50.0,100.0,38.9,2.0,0.6,0.9,0.1,6.1,0.2,10,1,2,1,0,7,7,7,18,6,12,2,2,5,22,11,0,-32,67,0,0
1630217,45.5,83.9,48.0,9.4,3.0,1.4,0.2,22.6,0.7,58,6,27,40,16,105,121,145,302,70,154,26,31,79,386,41,11,17,927,0,0
1630218,25.0,37.5,46.2,1.6,1.1,0.0,0.1,2.5,0.0,0,1,0,1,3,8,11,6,13,1,4,3,8,1,16,10,0,8,25,0,0
1630219,37.0,85.0,39.0,3.5,1.0,1.0,0.0,7.9,0.3,20,0,6,6,9,12,21,23,59,10,27,17,20,11,73,21,0,11,166,0,0
1630221,13.3,52.0,24.2,3.1,2.0,1.3,0.0,11.4,0.0,13,0,0,11,1,19,20,8,33,2,15,13,25,12,31,10,0,-24,114,0,0
1630222,35.9,61.4,41.2,5.8,2.0,1.5,0.0,11.8,0.2,39,1,6,28,4,47,51,47,114,23,64,35,57,22,152,26,1,-85,307,0,0
1630223,50.0,0.0,25.0,0.8,0.8,0.5,0.0,3.5,0.2,2,0,1,1,1,2,3,1,4,1,2,0,0,2,3,4,0,7,14,0,0
1630230,0.0,50.0,16.7,0.4,0.3,0.3,0.1,3.3,0.0,2,1,0,1,0,2,2,1,6,0,2,1,2,2,3,7,0,-12,23,0,0
1630231,36.4,75.9,52.0,6.8,4.6,0.7,0.9,18.9,0.6,13,18,12,19,36,56,92,53,102,8,22,22,29,34,136,20,0,-54,378,1,0
1630233,31.3,83.3,43.8,3.8,1.9,0.2,0.3,7.4,0.2,4,6,4,10,16,21,37,21,48,5,16,25,30,13,72,19,0,3,140,0,0
1630234,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2.3,0.0,1,0,0,0,0,1,1,0,4,0,2,0,0,1,0,4,0,-13,9,0,0
1630235,0.0,100.0,33.3,0.7,0.5,0.8,0.0,4.3,0.2,10,0,2,5,0,6,6,3,9,0,2,2,2,3,8,12,0,-24,52,0,0
1630237,15.8,75.0,21.2,2.5,3.4,0.3,0.1,14.3,0.1,2,1,1,3,12,15,27,7,33,3,19,3,4,14,20,8,0,-51,114,0,0
1630240,54.5,64.5,48.7,6.0,1.7,3.0,0.3,15.5,0.6,78,8,16,24,12,32,44,55,113,6,11,40,62,41,156,26,3,-58,402,0,0
1630241,46.4,100.0,46.5,2.6,1.0,0.8,0.0,7.1,0.2,16,1,5,8,6,14,20,20,43,13,28,2,2,8,55,21,1,-35,149,0,0
1630253,27.8,100.0,42.9,3.4,1.5,0.4,0.2,12.9,0.2,4,2,2,4,5,11,16,12,28,5,18,8,8,8,37,11,0,-41,142,0,0
1630256,31.0,72.2,51.8,10.6,5.4,1.9,0.6,28.7,1.1,88,29,53,52,93,160,253,198,382,36,116,65,90,148,497,47,35,-73,1349,2,0
1630264,12.5,75.0,33.3,0.9,1.5,0.3,0.2,5.5,0.2,4,2,3,3,3,16,19,4,12,1,8,3,4,3,12,13,1,-33,72,0,0
1630266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,-10,3,0,0
1630267,34.2,80.5,36.5,4.8,1.4,2.7,0.2,18.0,1.0,112,9,42,39,9,47,56,61,167,40,117,33,41,81,195,41,1,28,739,0,0
1630268,25.0,0.0,25.0,1.5,0.0,0.5,0.0,3.5,0.0,1,0,0,0,0,0,0,1,4,1,4,0,0,0,3,2,0,-16,7,0,0
1630271,21.7,81.0,30.2,4.0,1.3,1.0,0.4,11.7,0.6,12,5,7,7,2,13,15,13,43,5,23,17,21,14,48,12,1,21,140,0,0
